eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2.01301E+11,2013,1,11,,0,,78,Greece,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,,"01/11/2013: Assailants threw a petrol bomb at a New Democracy Party office in Athens city, Attica region, Greece. There were no reported casualties resulting from the attack, although the building was damaged. This was one of three related attacks targeting government buildings and people in the city on the same night. No group claimed responsibility for the incidents.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,84,Political Party Member/Rally,New Democracy,District Office,78,Greece,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,An incendiary device made of gas canisters was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The front windows of an office were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Petrol bombs thrown at home of Greek government spokesman's brother,"" Reuters, January 13, 2013.","""'Several Thousand' Greeks Protest in Athens Against Recent Police Crackdown,"" AFP (North European Service), January 12, 2013.","""Greek gov't spokesman condemns latest petrol bomb attack,"" Xinhua News Agency, January 13, 2013.",START Primary Collection,-9,-9,0,-9,"201301110011, 201301110012, 201301110013"
2.01301E+11,2013,1,11,,0,,78,Greece,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,,"01/11/2013: Assailants threw a petrol bomb at a New Democracy Party office in Athens city, Attica region, Greece. There were no reported casualties resulting from the attack, although the building was damaged. This was one of three related attacks targeting government buildings and people in the city on the same night. No group claimed responsibility for the incidents.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,84,Political Party Member/Rally,New Democracy,District Office,78,Greece,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,An incendiary device made of gas canisters was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An office building was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Petrol bombs thrown at home of Greek government spokesman's brother,"" Reuters, January 13, 2013.","""'Several Thousand' Greeks Protest in Athens Against Recent Police Crackdown,"" AFP (North European Service), January 12, 2013.","""Greek gov't spokesman condemns latest petrol bomb attack,"" Xinhua News Agency, January 13, 2013.",START Primary Collection,-9,-9,0,-9,"201301110011, 201301110012, 201301110013"
2.01301E+11,2013,1,11,,0,,78,Greece,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,,"01/11/2013: Assailants threw bricks and a petrol bomb at a Panhellenic Socialist Movement (PASOK) office in Athens city, Attica region, Greece. There were no reported casualties resulting from the attack, although the building was damaged. This was one of three related attacks targeting government buildings and people in the city on the same night. No group claimed responsibility for the incidents.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Panhellenic Socialist Movement (PASOK),PASOK Office,78,Greece,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,12,Other,,,,,,,,,,,Petrol bombs and thrown bricks were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An office building was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Petrol bombs thrown at home of Greek government spokesman's brother,"" Reuters, January 13, 2013.","""'Several Thousand' Greeks Protest in Athens Against Recent Police Crackdown,"" AFP (North European Service), January 12, 2013.","""Greek gov't spokesman condemns latest petrol bomb attack,"" Xinhua News Agency, January 13, 2013.",START Primary Collection,-9,-9,0,-9,"201301110011, 201301110012, 201301110013"
2.01301E+11,2013,1,11,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,The incident occurred on Westlink between Broadway and Grosvenor roads.,"01/11/2013: A pipe bomb was discovered and defused in Belfast city, Belfast district, Northern Ireland, United Kingdom. No group claimed responsibility for the unsuccessful incident.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,233,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Pipe bomb found in Westlink alert,"" UTV, January 11, 2013.",,,START Primary Collection,-9,-9,1,1,
2.01301E+11,2013,1,12,12/1/2013 0:00,0,,78,Greece,8,Western Europe,Crete,Iraklion,35.329197,25.138667,1,0,,"01/12/2013: Assailants threw an incendiary device at the Coalition of the Radical Left (SYRIZA) office in Iraklio city, Crete region, Greece. There were no reported casualties resulting from the incident. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Coalition of the Radical Left (SYRIZA),SYRIZA Office,78,Greece,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An office building was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""2. Coalition leaders to meet over attacks on journalists, party offices,"" EKathimerini.com, January 15, 2013.",,,START Primary Collection,-9,-9,0,-9,
2.01301E+11,2013,1,12,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,The incident occurred in the Donegall Avenue area.,"01/12/2013: An explosive device was discovered and defused in Belfast city, Belfast district, Northern Ireland, United Kingdom. No group claimed responsibility for the unsuccessful incident.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,233,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Evacuations after device found;  news digestq,"" Belfast Telegraph, January 14, 2013.","""Flags Crisis - Homes evacuated over bomb alert,"" The Irish News, January 14, 2013.",,START Primary Collection,-9,-9,1,1,
2.01301E+11,2013,1,13,,0,,78,Greece,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,Residence of George Kiedikoglou,"01/13/2013: Assailants threw petrol bombs at George Kedikoglou's private residence in Athens city, Attica region, Greece. Kedikoglou, the brother of a government spokesperson Simos Kedikoglou, was not injured in the attack, although his house was damaged. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),18,"Government Personnel (excluding police, military)",Government of Greece,Brother of Spokesperson Simos Kedikoglou: George Kedikoglou,78,Greece,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,11,Sabotage Equipment,,,,,,,,,,,Petrol bombs and a sledgehammer were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The door to a civilian home was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Petrol bombs thrown at home of Greek government spokesman's brother,"" Reuters, January 13, 2013.","""Greek gov't spokesman condemns latest petrol bomb attack,"" Xinhua News Agency, January 13, 2013.","""Arsonists target home of gov't spokesman's brother,"" FOXNews.com, January 13, 2013.",START Primary Collection,-9,-9,0,-9,
2.01301E+11,2013,1,14,,0,,78,Greece,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,At The Headquarters Of The New Democracy Party,"01/14/2013: Assailants opened fire on the headquarters of the ruling New Democracy party in Athens city, Attica region, Greece. There were no reported casualties resulting from the attack; however, one office was damaged. The Group of Popular Fighters claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,84,Political Party Member/Rally,New Democracy,District Office,78,Greece,,,,,,,,,,,,,,,,,Group of Popular Fighters,,,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,A Kalashnikov assault rifle was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An office window was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Far-left group claims attack on Greek ruling party HQ,"" Agence France Presse -- English, June 26, 2013.","""Shots Fired Into Greek Governing Party Offices,"" New York Times, January 15, 2013.","""Gunshots fired at Greek government party's headquarters, no injuries,"" Reuters, January 14, 2013.",START Primary Collection,0,0,0,0,
2.01301E+11,2013,1,14,,0,,96,Ireland,8,Western Europe,Dublin,Dublin,53.361675,-6.245485,1,0,The incident occurred along Malahide Road.,"01/14/2013: Four pipe bombs were discovered on waste ground in Dublin city, Leinster, Ireland. The devices were safely defused without causing injury or damages. No group claimed responsibility for the unsuccessful incident.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,96,Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Four pipe bombs were used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Four viable bombs found in Dublin,"" BBC, January 14, 2013.","""Four viable devices made safe in Dublin,"" RTE Online, January 14, 2013.","""Four pipe bombs made safe by Army,"" Belfast Telegraph Online, January 14, 2013.",START Primary Collection,-9,-9,0,-9,
2.01301E+11,2013,1,15,,0,,96,Ireland,8,Western Europe,Dublin,Dublin,53.361675,-6.245485,1,0,The incident occurred in the Drimnagh area.,"01/15/2013: Assailants threw an explosive device at a private residence in Dublin city, Leinster, Ireland. The device failed to detonate and was safely defused without causing injury. No group claimed responsibility for the unsuccessful incident.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Private Residence,96,Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A thrown explosive device was used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Evacuation of houses in Drimnagh after explosive device found,"" TheJournal.ie, January 16, 2013.","""Viable device made safe in Drimnagh, Dublin,"" RTE Online, January 16, 2013.","""Viable device made safe in Drimnagh,"" Irish Times, January 16, 2013.",START Primary Collection,-9,-9,0,-9,
2.01301E+11,2013,1,17,,0,,217,United States,1,North America,Washington,Tacoma,47.252877,-122.444291,1,0,,"01/17/2013: An explosive device detonated outside of the Tacoma Community Justice Center in Tacoma, Washington, United States. There were no damages or injuries resulting from the blast. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),14,Judge/Attorney/Court,Washington State Department of Corrections,Tacoma Community Justice Center,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A homemade explosive device was used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Small   bomb explodes   outside WA Corrections office,"" The Associated Press State & Local Wire, January 18, 2013.","""Small Homemade   Bomb Explodes   Outside Tacoma DOC Office,"" Targeted News Service, January 17, 2013.",,START Primary Collection,-9,-9,0,-9,
